name,brand,price,processor,Ram,Ram_type,ROM,ROM_type,GPU,OS,display_size,resolution_width,resolution_height,warranty,image_url,buy_url,source
"Lenovo 15 (2025), Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.6 kg/MS Office 2021",Lenovo,59999.0,Intel Core I3 12Th,8.0,DDR4,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71uxIR5ZneL._SL500_.jpg,,amazon
"ASUS Vivobook 14 (2025), Intel Core 5 120U, 8GB RAM, 512GB SSD, FHD, 14"", (35.5 cm), Windows 11 Home, M365 Basic(1 Year)* Office 2024, Cool Silver, 1.4 Kg, X1404VAP-EB1521WS, Thin & Light Laptop",ASUS,57990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71ik+SPFwYL._SL500_.jpg,,amazon
"MSI Modern 14,Intel 13th Gen. Core i3 1315U,36CM FHD 60Hz Thin & Light Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Microsoft Office Home & Student 2021/Intel UHD/Urban Silver/1.4Kg), C13M-1424IN",MSI,44990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71AGCkQsQ3L._SL500_.jpg,,amazon
"Samsung Galaxy Book6 (Gray, 16GB RAM, 1TB SSD) | Intel Core Ultra 5 (Series 3) | 16"" WUXGA+ Display with Touchscreen | 24Hrs Battery Life | 120 Hz Refresh Rate | Dolby Atmos Stereo Speakers | AI PC",Samsung,146990.0,Intel Core Ultra 5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71u-zAQGavL._SL500_.jpg,,amazon
"New Microsoft Surface Laptop5 15"" Intel evo 12 Gen i7 / 8GB / 256GB Platinum with Windows 11 Home, Microsoft 365 Family 30-Day Trial & Xbox Game Pass Ultimate 30-Day Trial",Mi,98990.0,Intel Core i5,8.0,DDR4,256.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61n0igkrg3L._SL500_.jpg,,amazon
HP 15 Backlit KB,HP,73400.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71ADoSstoIL._SL500_.jpg,,amazon
"Lenovo Yoga Slim 7 AMD Ryzen AI 7 350 (32GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Copilot+ PC/Windows 11/Microsoft 365 Basic + Office Home 2024 + Lenovo AI Now/1Yr ADP Free/Teal/1.19Kg), 83JY0069IN",Lenovo,113641.0,Intel Core i5,32.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71TqHX7QtbL._SL500_.jpg,,amazon
"acer Travelmate Business Laptop Intel Core i3 1115G4 Processor (16GB DDR4/ 512GB SSD/Intel Iris Xe Graphics/Windows 11 Home/MS Office Home and Student) TMP214-53 with 35.56 cm (14.0"") Full HD Display",Acer,46999.0,Intel Core I3 1115G4,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,14.0,1920,1080,1,https://m.media-amazon.com/images/I/61+E7zon44L._SL500_.jpg,,amazon
"HP 14,Core Ultra 5 125H (16GB DDR5, 512GB SSD), Micro-Edge, Anti-Glare, FHD, 14''/35.6cm, Win11, M365* Office24, Silver, 1.4kg, ep1150TU, FHD Camera, Backlit Laptop",HP,72990.0,Intel Core i5,16.0,DDR5,512.0,SSD,Intel Iris Xe,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71Z+oWbjruL._SL500_.jpg,,amazon
"MSI Stealth 16 Studio, Intel 13th Gen. i7-13700H, 41CM QHD+ 240Hz Gaming Laptop (32GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4070, 8GB GDDR6/Pure White/1.99Kg), A13VG-030IN",MSI,335251.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71vIbM3K3YL._SL500_.jpg,,amazon
"Dell Vostro 3530 Laptop 15.6"" FHD Display, 13th Generation Intel Core i5-1334U Processor, 16GB DDR4 RAM, 512GB SSD, Intel Iris Xe Graphics, Win 11 + Office H&S 2024- Titan Grey, 1.66 Kg",Dell,63300.0,Intel Core I5-1334U,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71OOkauvMwL._SL500_.jpg,,amazon
"HP Professional 15 (2025), Intel Core i5 13th Gen 1334U - 32 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Pro Thin and Light Business Laptop/15.6"" FHD Display/Backlit/Turbo Silver/1.5 kg/MSO 2024",HP,76500.0,Intel Core I5 13Th,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51kG0ca8MEL._SL500_.jpg,,amazon
"Acer Nitro V 15, Intel Core 5 210H Processor, RTX 4050-8 GB GDDR7, 16 GB, 512 GB, FHD IPS, 15.6""/39.62cm,165Hz, Win 11 Home, Obsidian Black, 2.1 KG, ANV15-52, Gaming Laptop",Acer,89490.0,Intel Core i5,8.0,DDR4,512.0,SSD,Rtx 4050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51SJe266P8L._SL500_.jpg,,amazon
"ASUS Vivobook Go 14 (2026),AMD Ryzen 5 40,AMD Radeon iGPU,8GB RAM,512GB SSD,FHD, 14""(35.5 cm),Windows 11 Home,M365 Basic(1 Year)* Office 2024,Mixed Black, 1.38 Kg, E1404FA-EB1415WS,Thin & Light Laptop",ASUS,66990.0,Amd Ryzen 5 40,8.0,DDR4,512.0,SSD,Amd Radeon Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71DpdPt-2sL._SL500_.jpg,,amazon
"MSI Cyborg 15, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/MSO 2021/NVIDIA GeForce RTX 3050, GDDR6 6GB/Translucent Black/1.9Kg) A12UDX-1468IN",MSI,75990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61UQ4m-H+yL._SL500_.jpg,,amazon
"Lenovo IdeaPad 1 Intel Celeron N4500, 8GB RAM, 512GB SSD, HD 15.6""(39.6cm), Windows 11, Grey, 1.55Kg, 82LX00F7IN, 3 Month Game Pass Laptop",Lenovo,44500.0,Intel Celeron N4500,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71bDJ9wxxWL._SL500_.jpg,,amazon
"HP Victus 16-r1703TX Gaming Laptop (14th Gen Intel® Core™ i5, 16GB DDR5, 512GB SSD, NVIDIA® GeForce RTX™ 3050 6GB, 16.1"" FHD 144Hz, Windows 11 Home, Silver)",HP,82780.0,Intel Core i5,16.0,DDR5,512.0,SSD,Intel Iris Xe,Windows 11,16.1,1920,1080,1,https://m.media-amazon.com/images/I/41zoiK7ggbL._SL500_.jpg,,amazon
"acer Nitro V 16S AI, AMD Ryzen 7 260 Octa-core Processor, RTX 5060-8 GB GDDR7, 16 GB/1 TB,WUXGA IPS, 16.0""/40.64 cm, 180 Hz, Win 11 Home, Obsidian Black, 2.1 kg, ANV16S-41, RGB KB, Gaming Laptop",Acer,129999.0,Amd Ryzen 7 260,8.0,DDR4,512.0,SSD,Rtx 5060,Windows 11,16.0,1920,1080,1,https://m.media-amazon.com/images/I/51vD2NmZtLL._SL500_.jpg,,amazon
"Lenovo 15 (2026), Intel Core i3 13th Gen 1315U - (16 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.6 kg/MS Office",Lenovo,53850.0,Intel Core I3 13Th,16.0,DDR5,512.0,SSD,Intel Uhd Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81DqH4HeJxL._SL500_.jpg,,amazon
"HP Professional 240R G10 Ultra-Light Business Laptop with Intel Core 3-100U, 8GB DDR4 RAM, 512GB SSD, 14″ FHD IPS Display, Copilot Key, Windows 11 Pro & MS Office 2024, Turbo Silver",HP,49990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/61p3X1ne2WL._SL500_.jpg,,amazon
"acer Aspire AMD Ryzen 3-7330U Processor Laptop with 39.62 cm (15.6"") Full HD LED-Backlit IPS Display (8 GB RAM/512 GB SSD/WiFi 6/AMD Radeon Graphics/Win11 Home/55Wh) AS15-42, Pure Silver, 1.79KG",Acer,42990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Amd Radeon Graphics,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51BV4vFUFpL._SL500_.jpg,,amazon
"Lenovo V15 Intel Core i3 13th Gen (8 GB DDR4 RAM/512GB SSD/Windows 11 Home/MS-Office/Iron Grey) 15.6"" FHD (1920x1080) Antiglare 250 Nits Thin & Light Laptop/1Y Onsite",Lenovo,52999.0,Intel Core I3 13Th,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71RZDi-9tVL._SL500_.jpg,,amazon
"HP Business 250R G10 (2025) Thin & Light Laptop with Intel Core 3 14th Gen 100U, 16GB RAM, 512GB SSD, 15.6″ IPS Display, Copilot Key, Windows 11 Pro & MS Office 2024, Turbo Silver (1.5 kg)",HP,51810.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51kG0ca8MEL._SL500_.jpg,,amazon
"HP Pavilion, Intel Core Ultra 5-125U, (16GB RAM, 512GB SSD) IPS, WUXGA, Anti-Glare, 16""/40.6cm, Win 11, Office 2021, Silver, 1.77Kg, af0015tu, Intel Graphics, 1080p FHD Camera AI Laptop",HP,77494.0,Intel Core Ultra 5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71I3VaefRiL._SL500_.jpg,,amazon
"acer Nitro V 15 Gaming Laptop Intel Core 5 210H - 16 GB/512 GB SSD/Windows 11 Home/NVIDIA GeForce RTX 4050 6 GB Graphics (15.6 Inch, Obsidian Black, 2.5 Kg)",Acer,88990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 4050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71PCh+ZoutL._SL500_.jpg,,amazon
"HP 15, 13th Gen Intel Core i5-1334U Laptop (8GB DDR4,1TB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11, M365 Basic(1yr),Office Home24, Silver,1.59kg, FHD Camera w/Shutter, fd0549TU",HP,66490.0,Intel Core I5-1334U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71S+ww+2sAL._SL500_.jpg,,amazon
"HP 15 (2026) Business Laptop – Intel Core 7 150U, 16GB RAM, 512GB SSD, 15.6"" FHD Display, Intel Iris Xe Graphics, Windows 11 Pro, Backlit Keyboard + Fingerprint, Silver, 1.5kg",HP,86500.0,Intel Core i5,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71+3EDsHsAL._SL500_.jpg,,amazon
"Lenovo V14 AMD Ryzen 3 7320U 14"" (35.5cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (8GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty, 82YTA0OTlN",Lenovo,44999.0,Amd Ryzen 3 7320U,8.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/41LQ45I-LVL._SL500_.jpg,,amazon
"Dell 16, AMD Ryzen AI 5 340 6-core/12-thread Processor, 16GB LPDDR5X, 512GB SSD, FHD+, 16""/40.64cm, Win11, MSO'24, Ice Blue, 1.83 Kg, [Dell 16], 300 Nits IPS, Backlit+FPS Keyboard, AI Powered Laptop",Dell,71990.0,Intel Core i5,16.0,LPDDR5X,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71e5e82cbJL._SL500_.jpg,,amazon
"HP Smartchoice Victus, 13th Gen Intel Core i5-13420H, 4GB RTX 3050, 16GB DDR4(Upgradeable) 512GB SSD, 144Hz, 300nits, FHD, 15.6’’/39.6cm, Win11, Office24, Blue, 2.29kg, fa2190/fa2191tx Gaming Laptop",HP,70990.0,Intel Core I5-13420H,16.0,DDR4,512.0,SSD,Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71wT57gW0hL._SL500_.jpg,,amazon
"ASUS TUF A15 (2025), AMD Ryzen 7 7445HS,RTX 3050-4GB,75W TGP,16GB DDR5(Upgradeable Upto 64GB) 512GB SSD,FHD,15.6"",144Hz,RGB Keyboard,Windows 11,Graphite Black,2.3 Kg FA506NCG-HN199W, Gaming Laptop",ASUS,67990.0,Amd Ryzen 7 7445Hs,16.0,DDR5,512.0,SSD,Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81nPkLHN3vL._SL500_.jpg,,amazon
"ASUS Gaming V16 (2025), Intel Core 5 210H, RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD+, 16"", 40 cm, Windows 11 Home, M365 Basic(1yr)* Office24, Matte Black, 1.95 Kg, V3607VJ-RP134WS, Gaming Laptop",ASUS,83990.0,Intel Core i5,16.0,DDR4,512.0,SSD,Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71-7wPSmOJL._SL500_.jpg,,amazon
"Lenovo Legion 7 2025 Intel Core Ultra 9 275HX| NVIDIA RTX 5070 8GB (32GB RAM/1TB SSD/WQXGA OLED/240Hz/16(40.64cm)/Windows 11/Office 2024+AI Now/White/2.0Kg), 83KY001GIN AI Powered Gaming Laptop",Lenovo,239391.0,Intel Core Ultra 9,32.0,DDR4,512.0,SSD,Nvidia Rtx 5070,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81NnFZ6vb9L._SL500_.jpg,,amazon
"HP Victus, 13th Gen Intel Core i7-13620H, 8GB RTX 5060, 24GB DDR5(Upgradeable) 1TB SSD, 144Hz, 300nits, IPS, FHD, 15.6""/39.6cm, Win11, M365* Office 24, Mica Silver, 2.29Kg, fa2308TX, RGB Gaming Laptop",HP,125990.0,Intel Core I7-13620H,24.0,DDR5,512.0,SSD,Rtx 5060,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71ZDvI4yXAL._SL500_.jpg,,amazon
"ASUS TUF F16, 14th Gen,Intel Core i7 14650HX,RTX 5060-8GB,16GB,1TB,FHD+,16"",165Hz,90WHrs,Windows 11,M365 Basic (1Year)*,Office 2024,Jaeger Gray,2.2 Kg, FX608JMR-RV049WS, Gaming Laptop",ASUS,154990.0,Intel Core I7 14650Hx,8.0,DDR4,512.0,SSD,Rtx 5060,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71O0M22NGRL._SL500_.jpg,,amazon
"Lenovo LOQ Essential AMD Ryzen 7 7735HS | NVIDIA RTX 4050 6GB (16GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/1.8Kg), 83S0009TIN Gaming Laptop",Lenovo,94990.0,Amd Ryzen 7 7735Hs,16.0,DDR4,512.0,SSD,Nvidia Rtx 4050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81XLQsK9gvL._SL500_.jpg,,amazon
"HP Omen, Intel Core Ultra 7 255H, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 2K, 165Hz, 3ms Response time, IPS, 16''/40.6cm, Win11, M365*Office24, Shadow Black, 2.43kg, am0240tx, RGB Gaming Laptop",HP,129990.0,Intel Core Ultra 7,24.0,DDR5,512.0,SSD,Rtx 5050,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/71hYhVo8BgL._SL500_.jpg,,amazon
"HP Victus, AMD Ryzen 7 7445HS, 4GB RTX 2050, 16GB DDR5(Upgradable) 512GB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.29kg, fb3123AX, Backlit, Gaming Laptop",HP,64990.0,Amd Ryzen 7 7445Hs,16.0,DDR5,512.0,SSD,Rtx 2050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71qIJPTTD3L._SL500_.jpg,,amazon
"ASUS Gaming V16 (2025) 14th Gen,Intel Core 5 210H Gaming Laptop (RTX 4050-6GB/16GB RAM/512GB SSD/Windows 11 Home/16/144Hz/M365*/Office Home 2024,Matte Black,1.95 Kg),V3607VU-RP550WS",ASUS,82490.0,Intel Core i5,16.0,DDR4,512.0,SSD,Rtx 4050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71hrfXUTzML._SL500_.jpg,,amazon
"HP Omen, AMD Ryzen 9 8940HX, 8GB RTX 5070, 24GB DDR5(Upgradeable) 1TB SSD, 240Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.44kg, ap0182AX, RGB, AI Gaming Laptop",HP,180990.0,Amd Ryzen 9 8940Hx,24.0,DDR5,512.0,SSD,Rtx 5070,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71nNdnlAs2L._SL500_.jpg,,amazon
"Lenovo LOQ AMD Ryzen 5 7235HS | NVIDIA RTX 4050 6GB (16GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JC00NYIN AI Gaming Laptop",Lenovo,88990.0,Amd Ryzen 5 7235Hs,16.0,DDR4,512.0,SSD,Nvidia Rtx 4050,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71uWA12LM2L._SL500_.jpg,,amazon
"MSI Raider 18, Intel Series 2 Core Ultra 9 285HX, 46cm UHD+ 120Hz Gaming Laptop (64GB/4TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5090, GDDR7 24GB/Core Black/3.6Kg) A2XWJG-253IN",MSI,499990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 5090,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71oTMGyCbhL._SL500_.jpg,,amazon
"Samsung Galaxy Book6 (Gray, 16GB RAM, 512GB SSD) | Intel Core Ultra 7 (Series 3) | 16"" WUXGA+ Display with Touchscreen | 24Hrs Battery Life | 120 Hz Refresh Rate | Dolby Atmos Stereo Speakers | AI PC",Samsung,131990.0,Intel Core Ultra 7,16.0,DDR4,512.0,SSD,Intel Iris Xe,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71efDx+EJBL._SL500_.jpg,,amazon
"HP Omen, AMD Ryzen 9 8940HX, 8GB RTX 5060, 24GB DDR5(Upgradeable) 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.44kg, ap0181AX, Omen AI, RGB, AI Gaming Laptop",HP,150990.0,Amd Ryzen 9 8940Hx,24.0,DDR5,512.0,SSD,Rtx 5060,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/71+beb9IXyL._SL500_.jpg,,amazon
"Lenovo (Smartchoice) LOQ 2024, 12th Gen Intel Core i5 12450HX, RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD, 15.6""/39.6cm, 144Hz, Win 11, Office 24, Grey, 2.4Kg, 83GS00LNIN, 3 Mon. Game Pass, Gaming Laptop",Lenovo,77990.0,Intel Core I5 12450Hx,16.0,DDR4,512.0,SSD,Rtx 3050,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/81xQ0Y1ZwfL._SL500_.jpg,,amazon
"Lenovo LOQ 13th Gen Intel Core i7-13650HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 4050 6GB/1Yr ADP Free/MSO 24/Grey/2.3Kg), 83DV01A5IN",Lenovo,104990.0,Intel Core I7-13650Hx,8.0,DDR4,512.0,SSD,Nvidia Rtx 4050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71Chav1l8DL._SL500_.jpg,,amazon
"HP Omen, Intel Core Ultra 7 255H, 8GB RTX 5060 (24GB DDR5, 1TB SSD) 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.42kg, an0015TX, RGB, Gaming Laptop",HP,140990.0,Intel Core Ultra 7,24.0,DDR5,512.0,SSD,Rtx 5060,Windows 11,15.6,2560,1600,1,https://m.media-amazon.com/images/I/71tjv6DBEtL._SL500_.jpg,,amazon
"MSI Katana 15, Intel 14th Gen. i7-14650HX, 40CM QHD 165Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5050, GDDR7 8GB/Black/2.4Kg) B14WEK-266IN",MSI,114990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 5050,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/51BzYoJhPkL._SL500_.jpg,,amazon
"Lenovo Legion 5 2025 AMD Ryzen 7 260 | NVIDIA RTX 5050 8GB (16GB RAM/1TB SSD/WUXGA IPS/165Hz/15(39.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83M00073IN AI Powered Gaming Laptop",Lenovo,139990.0,Amd Ryzen 7 260,16.0,DDR4,512.0,SSD,Nvidia Rtx 5050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/81O1uCPS8lL._SL500_.jpg,,amazon
"MSI Thin A15, AMD 7th Gen. Ryzen 7 7735HS, 40CM FHD 144Hz Gaming Laptop (16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, GDDR6 4GB/Cosmos Gray/1.8Kg) B7UC-103IN",MSI,69990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71kuEUDZ-1L._SL500_.jpg,,amazon
"ASUS TUF Gaming F16,Intel Core 5 Processor 210H,14thGen Gaming Laptop(RTX 3050-6GB/65WTGP/16GB/512GB/FHD+/16""/144Hz/Windows 11/M365 Basic(1Year)*/Office 2024/Mecha Gray/2.20 Kg) FX607VJB-RL179WS",ASUS,74990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/612vvgfTg1L._SL500_.jpg,,amazon
"Lenovo LOQ 2025 Intel Core i7-14700HX| NVIDIA RTX 5060 8GB (32GB RAM/1TB SSD/144Hz Refresh Rate/572 AI TOPS/15.6"" (39.6cm)/Windows 11/Office 2024/3 Mon. Game Pass/Grey/2.4Kg), 83JE00T3IN",Lenovo,157990.0,Intel Core I7-14700Hx,32.0,DDR4,512.0,SSD,Nvidia Rtx 5060,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/81swXev7cpL._SL500_.jpg,,amazon
"Lenovo LOQ, AMD Ryzen 5 7235HS, RTX 3050-6GB, 12GB RAM, 512GB SSD, FHD, 15.6""/39.6cm, 144Hz, Windows 11, Office Home 2024, Grey, 2.4Kg, 3 Mon. Game Pass, 83JC00EEIN, Gaming Laptop",Lenovo,72990.0,Amd Ryzen 5 7235Hs,12.0,DDR4,512.0,SSD,Rtx 3050,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/61Ol4v72-NL._SL500_.jpg,,amazon
"Lenovo LOQ 2024, 12th Gen Intel Core i5 12450HX, RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD, 15.6""/39.6cm, 144Hz, Windows 11, Office 2024, Grey, 2.4Kg, 83GS00PJIN, 3 Mon. Game Pass, Gaming Laptop",Lenovo,79755.0,Intel Core I5 12450Hx,16.0,DDR4,512.0,SSD,Rtx 3050,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/81tmCrtiRgL._SL500_.jpg,,amazon
"ASUS ROG Strix G16, AMD Ryzen 9 8940HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/2.5 Kg) G614PM-S5046WS",ASUS,184990.0,Amd Ryzen 9 8940Hx,8.0,DDR4,512.0,SSD,Rtx 5060,Windows 11,15.6,1366,768,1,https://m.media-amazon.com/images/I/71rUy+DAmOL._SL500_.jpg,,amazon
"ASUS Vivobook 16X,Intel Core i7-13620H,RTX 3050-4GB,16GB RAM,512GB SSD,FHD+,16"",144Hz,M365 Basic (1Year)*,Office Home 2024,Cool Silver,1.8 Kg, K3605VC-RP492WS,Creator/Gaming Laptop",ASUS,72990.0,Intel Core I7-13620H,16.0,DDR4,512.0,SSD,Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71Y0cHsrd1L._SL500_.jpg,,amazon
"MSI Thin 15, Intel 13th Gen. Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN",MSI,69900.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71VG3azYMjL._SL500_.jpg,,amazon
"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop",ASUS,49990.0,Amd Ryzen 7 5825U,16.0,DDR4,512.0,SSD,Amd Radeon Igpu,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/71zMooVIVAL._SL500_.jpg,,amazon
"MSI Thin 15, Intel 13th Gen. i5-13420H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050, GDDR6 6GB/Cosmos Gray/1.8Kg) B13UDX-129IN",MSI,66990.0,Intel Core i5,8.0,DDR4,512.0,SSD,Nvidia Geforce Rtx 3050,Windows 11,15.6,1920,1080,1,https://m.media-amazon.com/images/I/51w9ar5n+UL._SL500_.jpg,,amazon
"Lenovo LOQ 2024, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 4050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz, 15.6""/39.6cm, Windows 11, Office Home 2024, Grey, 2.4Kg, 83DV018JIN, 1Yr ADP Free Gaming Laptop",Lenovo,102554.0,Intel Core I5-13450Hx,16.0,DDR4,512.0,SSD,Nvidia Rtx 4050,Windows 11,15.6,3840,2160,1,https://m.media-amazon.com/images/I/815ZvsHky7L._SL500_.jpg,,amazon
